# მეერთისა	Z	N	N	Pantokrator
მუსიკ-ი	A	N	A	Musiker
დალმატიკ-ი	A	N		ärmelloser Chiton
ლეკტიკ-ი	A	N		Sänfte, Trage
უფფიკ-ი	A	N		Dienst, Aufgabe, Offizium
საბერკ-ი	A	N		Strauch, Hecke
კუარცხბერკ-ი	A	N		Podest, Schemel; Podest, Schemel
ჭაპუკ-ი	A	N	A	Jugendliche(r), Jüngling; Jugendliche(r), Jüngling
ზედამიმავალ-ი	B	N	A	Angreifer
შინაგანმავალ-ი	B	N	A	Nahestehender, Getreuer
ქუეშეწარმავალ-ი	B	NA		unten kriechend, Kriechtier
თანწარმავალ-ი	B	N	A	Reisender
მზისდასავალ-ი	B	N		Sonnenuntergang, Westen
წინაშესავალ-ი	B	N		Vorwort
წიაღმოსავალ-ი	B	N		Ausgang aus dem Wasser
მზისაღმოსავალ-ი	B	N		Sonnenaufgang, Osten
მურკნვალ-ი	B	N		Wäscher, Reiniger, Walker; Wäscher, Reiniger, Walker
დღესაშოვალ-ი	B	N		Mittag; Mittag
ჴამლისმკერვალ-ი	B	N	A	Schuhmacher
საჭითმხერვალ-ი	B	N	A	Steuermann
თანამცორვალ-ი	B	N	A	Leibwächter
წინამცორვალ-ი	B	N	A	Bote
თანაწარმცორვალ-ი	B	N	A	Leibwächter
თანამცურვალ-ი	B	N	A	Mitreisender zu Schiff
დღესაშუვალ-ი	B	N		Mittag
მთავარმზრახვალ-ი	B	N	A	Oberratgeber
უნჯაკალ-ი	B	N	A	Verwalter, Kellermeister
ოთხეკალ-ი	B	N		Dornenstrauchart
მოსაჴსენებელთმწერალ-ი	B	N	A	Testamentsschreiber
სიმიაჲთმწერალ-ი	B	N	A	Chronist
შჯულისმწერალ-ი	B	N	A	Gesetzeskundiger, Gesetzesschreiber
წიგნისმწერალ-ი	B	N	A	Schreiber
ანდერძისმწერალ-ი	B	N	A	Abschreiber
საგუსალ-ი	B	N		Gewebe, Faden
მზისთუალ-ი	B	N		Sonne
ურმისთუალ-ი	B	N		Rad
ნარისუალ-ი	B	N		Schurwolle
ჴორც-ძუალ-ი	B	N		Fleisch und Knochen
ზურგისძუალ-ი	B	N		Rückgrat, Wirbelsäule
პილოჲსძუალ-ი	B	N		Elfenbein
დეოფალ-ი	B	N	AT	Königin, Herrin; Königin, Herrin
დიოფალთ-დიოფალ-ი	B	N	A	Königin der Königinnen
პურისა უფალ-ი	B	N	A	Tischherr
დეუფალ-ი	B	N	AT	Königin, Herrin; Königin, Herrin
ნავისუფალ-ი	B	N	A	Schiffsbesitzer
პურისუფალ-ი	B	N	A	Tischherr
სეფექალ-ი	B	N	A	Magd am Königshof; Hofdame
ზღჳსქალ-ი	B	N	A	Meerjungfrau
სავაღალ-ი	B	N		Faden, Netz
ნაბერწყალ-ი	B	N		Funke
თანასძალ-ი	B	N	A	Schwägerin
მარილმხალ-ი	B	N		eine Art Gemüse
ნაკუარცხალ-ი	B	N		Glut, brennende Kohle
თხრებლ-ი	A	N		Grube, Graben; Grube, Graben
ზომთსაბელ-ი	B	N		Maßband, Seil
ჴამლისსაბელ-ი	B	N		Schnürsenkel
მანქანისსაბელ-ი	B	N		Strick, Seil einer Vorrichtung
თანამნებებელ-ი	B	N	A	Bundesgenosse, Verbündeter
წინამქადაგებელ-ი	B	N	AT	Prophet
წინაჲსწარმქადაგებელ-ი	B	N	AT	Prophet
ოქროსაგებელ-ი	B	N		goldenes Bett
სიტყჳსსაგებელ-ი	B	N		Antwort-, Entgegnung
თანადამბადებელ-ი	B	N	A	Mitschöpfer
ღაღადისმგდებელ-ი	B	N	A	Nachrichtenübermittler, Bote
სახელისმდებელ-ი	B	N	A	Namensgeber
რჩულისმდებელ-ი	B	N	A	Gesetzgeber; Gesetzgeber
შჯულისმდებელ-ი	B	N	A	Gesetzgeber; Gesetzgeber
საბუდებელ-ი	B	N		Nest
ზეგარდამოსატევებელ-ი	B	NA		herabzulassend; Wasserfall
წინასაკუეთებელ-ი	B	N		Küste
ნავისმართებელ-ი	B	N	A	Steuermann
სიტყჳსგამომეძიებელ-ი	B	N	A	Diskussionsgegner
შურისმეძიებელ-ი	B	N	A	Rächer
საბრალებელ-ი	B	N	A	Verbrecher, Anzuklagender, Erbarmungswürdiger
მაჩივლებელ-ი	B	N	A	Angeklagter
შეუფარილებელ-ი	B	A		ohne Haar, ohne Fell
განუმხილებელ-ი	B	N		Geheimnis
მწიგნობართშემყვანებელ-ი	B	N	A	Schriftsekretär
წერილისშემომყვანებელ-ი	B	N	A	Schriftgelehrter, Gesetzesgelehrter
მთარგმანებელ-ი	B	N	A	Erklärer, Kommentator
ნაწილისშთასასუენებელ-ი	B	N		Reliquienschrein
განსაშუენებელ-ი	B	N		Schmuck
სინანულისამჩუენებელ-ი	B	N	A	Bereuender, Reumütiger
ისრისსაყენებელ-ი	B	N		Bollwerk
ნავისმაშენებელ-ი	B	N	A	Schiffbauer
გოდლისმაშენებელ-ი	B	N	A	Turmerbauer
საპოვნებელ-ი	B	NA		zu findend, Verzeichnis
გასაკუთნებელ-ი	B	N		Eigentum
დედისმაგინებელ-ი	B	N	A	Beschämer der Mutter
მამისმაგინებელ-ი	B	NA		beschämend / Schande für den Vater
სადინებელ-ი	B	N		Rinnsal, Rinne
ნავისმავლინებელ-ი	B	N	A	Steuermann
აღსაორძინებელ-ი	B	N	A	Erzieher
აღუორძინებელ-ი	B	A		ohne Hinzufügung
საქორწინებელ-ი	B	A		Hochzeits-
წინააღმდგომობისმქონებელ-ი	B	N	A	Gegner
შესაცხუნებელ-ი	B	N		glutheißer Ort
ქარისმოსაფარებელ-ი	B	N		Windschutz
მსერებელ-ი	B	N	A	Esser
სამწერებელ-ი	B	N		langstieliger Fächer
ხარკისმკრებელ-ი	B	N	A	Steuereintreiber
თესლისმკრებელ-ი	B	N	A	Schwätzer
წყლისმკრებელ-ი	B	N	A	Wasserträger
ჰომისმკრებელ-ი	B	N	A	Abtrünniger, Aufständischer
მსტუმრებელ-ი	B	N	A	Gastgeber
თანამცხორებელ-ი	B	NA	A	zusammenlebend, Gatte, Gattin
საფანდურებელ-ი	B	N		Panduri
წიგნისმიმღებელ-ი	B	N	A	Briefbote
ქვისსატყორცებელ-ი	B	N		Steinschleudervorrichtung; Steinschleudervorrichtung
მზრახებელ-ი	B	NA	A	beratend, Berater
მავასხებელ-ი	B	N	A	Geldverleiher
სავასხებელ-ი	B	N		Kredit
საწდობელ-ი	B	N		Amboß
სანათობელ-ი	B	N		Leuchte, Lämpchen
მსახიობელ-ი	B	N		Gaukler
წინამგალობელ-ი	B	N	A	Vorsänger
ღმრთისმგალობელ-ი	B	N	A	Gottesverehrer, Gottesverherrlicher
უგალობელ-ი	B	N		Melodielosigkeit
სანათლობელ-ი	B	N		Fenster, Lichtöffnung
ცჳლისმადნობელ-ი	B	N	A	Wachsschmelzer
სარკინობელ-ი	B	N		Ringkampfstätte
თანამსერობელ-ი	B	N	A	Abendbrottischgenosse
სამსტურობელ-ი	B	N		Ausguck, Beobachtungsort
ჴელისსაპყრობელ-ი	B	NA		in der Hand zu haltend; Schwert; in der Hand zu haltend; Schwert
მერთისა მპყრობელ-ი	B	N	A	Pantokrator; Pantokrator
სოფლისმპყრობელ-ი	B	N	A	Landesherrscher, Provinzherrscher
საყდრისმპყრობელ-ი	B	N	A	Bischof
წინაგანსაწყობელ-ი	B	A		Kampfes-
ღმრთიმშობელ-ი	B	N	A	Muttergottes; Muttergottes
ღმრთისმშობელ-ი	B	N	A	Muttergottes
მბჭობელ-ი	B	N	A	Richter
ჴდალთმდრანჯობელ-ი	B	A		geil auf ein Weibchen
ჴდალთმნდრანჯობელ-ი	B	A		geil auf ein Weibchen; geil auf ein Weibchen
დუბელ-ი	B	N		Schüttelfrost
ჩარადელ-ი	B	N		Pickel, Eiterbläschen
ყურგდელ-ი	B	N		Hase; Hase
ვეცხლისმჭედელ-ი	B	N	A	Silberschmied
ოქროჲსმჭედელ-ი	B	N	A	Goldschmied
ზღჳსკიდელ-ი	B	N	A	Bewohner der Meeresküste
გამსყიდელ-ი	B	N	A	Verkäufer
განმსყიდელ-ი	B	N	A	Verkäufer, Händler
მომსყიდელ-ი	B	N	A	Käufer
კერმისმსყიდელ-ი	B	N	A	Kupfergeldwechsler
კაცისმსყიდელ-ი	B	N	A	Menschenhändler
წარსაწყმენდელ-ი	B	NA		zu verlierend, zu vernichtend, Verderben; zu verlierend, zu vernichtend, Verderben
შეშისმკოდელ-ი	B	N	A	Holzfäller
ჩჩჳლთმზრდელ-ი	B	N	A	Säuglingserzieherin
ცხოვართმზრდელ-ი	B	N	A	Schafhirt, Viehhirt
საცხოვართმზრდელ-ი	B	N	A	Viehzüchter
საცხოვრისმზრდელ-ი	B	N	A	Viehhirt, Schafhirt
მყუდელ-ი	B	N	A	Wächter, Beschützer
არამღდელ-ი	B	N	A	Nichtpriester
მთავარმღდელ-ი	B	N	A	Oberpriester, Presbyter
ყურყდელ-ი	B	N		Hase; Hase
ხარკისმიმჴდელ-ი	B	N	A	Steuereintreiber
ხარკისმომჴდელ-ი	B	N	A	Steuereintreiber
საჴნველისმზიდველ-ი	B	N	A	Pflugzieher
წინამცოდველ-ი	B	N	A	früherer Sünder
ეტლთმარბეველ-ი	B	N	A	Teilnehmer am Wagenrennen
აბჯრისდამაბნეველ-ი	B	N	A	Waffenverlierer, Waffenstrecker
სარეველ-ი	B	N		Steuer
გულისსარეველ-ი	B	N		Unkraut
საქმისმაწუეველ-ი	B	NA	A	zur Arbeit aufrufend, Aufseher
თავისსახუეველ-ი	B	N		Kopftuch
თანაგამომრჩეველ-ი	B	N	A	Ratgeber, Berater
თუალთა მაქცეველ-ი	B	N	A	Zauberer, Hexer
წისქჳლისმაქცეველ-ი	B	N	A	Mühlraddreher
სიტყჳსუკუნმქცეველ-ი	B	N	A	Diskussionsgegner
ღუედისმხეველ-ი	B	N	A	Lederbearbeiter
ტყავისმხეველ-ი	B	N	A	Fellschneider
ტაბაკისმთხზველ-ი	B	N	A	Pfannenmacher
სელისმრთველ-ი	B	N	A	Flachsspinner
მნათლველ-ი	B	NA	A	taufend, Täufer
თუალითმხილველ-ი	B	N	A	Augenzeuge
თანაგანმხილველ-ი	B	N		Gewissen
წინაჲსწარმხილველ-ი	B	N	A	Hellseher
ჩუენებისმხილველ-ი	B	N	A	Traumseher
ძმათმკლველ-ი	B	N	A	Brudermörder
თჳთმკლველ-ი	B	N	A	Selbstmörder
კაცისმკლველ-ი	B	N	A	Mörder
მენელსაცხებლეთმგბოლველ-ი	B	N	A	Salben-, Tinkturen-, Spezereienkocher
საცხებლისმგბოლველ-ი	B	N	A	Salbenzubereiter
ნელსაცხებლისმგბოლველ-ი	B	N	A	Arzneizubereiter
საგულველ-ი	B	N		Wunsch
მჴედართმძღუანველ-ი	B	N	A	Feldherr; Feldherr
საფლავისმტყუენველ-ი	B	N	A	Grabräuber
სამუნველ-ი	B	NA		zur Beseitigung der Krätze
დასასტჳნველ-ი	B	N		Blasinstrument
შესაბრძჳნველ-ი	B	N		Verschluß (der Kleidung)
სელისმქსოველ-ი	B	N	A	Leinweber
მისათხოველ-ი	B	N	A	Braut
წარმპარველ-ი	B	N	A	Dieb, Räuber
წინასაფარველ-ი	B	A		zu bedeckend, Schutz-
პირისსაფარველ-ი	B	N		Schleier
მკერველ-ი	B	NA	A	nähend, Schneider; nähend, Schneider
ნავისსახერველ-ი	B	N		Schiffssteuer
თავუბურველ-ი	B	A		mit unverhülltem Kopf
შფოთისაღმძრველ-ი	B	N	A	Aufrührer, Aufständischer
გარემოსათესველ-ი	B	N		Feld
თავუპარსველ-ი	B	A		mit unrasiertem Kopf
კართსაჴსველ-ი	B	N		Schloß
ბაგინისმძარცუველ-ი	B	N	A	Plünderer eines heidnischen Tempels
სამარისმძარცუველ-ი	B	N	A	Grabräuber
ყოვლადდასაწუველ-ი	B	N		ganz zu verbrennendes Opfer
მრეშველ-ი	B	N	A	Holzhacker
მესაპყრობილეთმცველ-ი	B	N	A	Gefängniswärter
კართმცველ-ი	B	N	A	Türwächter, Pförtner
მთავარმცველ-ი	B	N	A	Wachtmeister
ტაძრისმცველ-ი	B	N	A	Palastwächter
გარემოჲსმცველ-ი	B	N	A	Leibwächter
მძუარცველ-ი	B	N	A	Räuber
ცილისმფუცველ-ი	B	N	A	Meineidiger
საფუნძველ-ი	B	N		Grundlage, Fundament; Grundlage, Fundament
მუხუნძველ-ი	B	N		Seidenraupe
საფურძველ-ი	B	N		Grundlage, Fundament; Grundlage, Fundament
სიწმიდეთმკრეხველ-ი	B	N	A	Plünderer von Heiligtümern
სამღდელოთმკრეხველ-ი	B	N	A	Entwender von Kirchengut, diebischer Priester
ულუკთმკითხველ-ი	B	N	A	Wahrsager
წიგნისმკითხველ-ი	B	N	A	Vorlesender (in der Liturgie)
სამოთხველ-ი	B	N		Ort zum Spazierengehen
სამარხველ-ი	B	NA		aufzubewahrend, zu behütend; Grab; aufzubewahrend, zu behütend; Grab
სჯულისმმარხველ-ი	B	N	A	Gesetzeshüter
შჯულისმმარხველ-ი	B	N	A	Gesetzeshüter
მარმარილოჲსმხერხველ-ი	B	N	A	Marmorbearbeiter
საწურთელ-ი	B	NA		Lehr-, zu lehrend, Schule
სიბრძნისსაწურთელ-ი	B	N		Weisheitsschule
ყრმათმწურთელ-ი	B	N	A	Lehrer, Pädagoge
ჩჩჳლთმწურთელ-ი	B	N	A	Säuglingserzieherin
კიცუთმწურთელ-ი	B	N	A	Fohlenabrichter
ურვიელ-ი	B	A		in Not / Bedrängnis
სიკარიელ-ი	B	N	A	Räuber
პონტიელ-ი	B	N	A	Mann / Frau vom Pontos
ქვისსათლელ-ი	B	N		Vorrichtung zur Steinbearbeitung
თანამჭამელ-ი	B	N	A	Tischgenosse
უჟამოდმჭამელ-ი	B	N	A	Vielfraß
სოფლისშემჭამელ-ი	B	N	A	Weltvernichter
ნაწლევთმჭამელ-ი	B	N	A	Innereienesser
შესაწირავისმჭამელ-ი	B	N	A	Opfergabenesser
მკალისმჭამელ-ი	B	N	A	Heuschreckenfresser
თესლისმჭამელ-ი	B	N	A	Sämereienesser, Gemüseesser
მძორისმჭამელ-ი	B	N	A	Aasfresser
მიწისმჭამელ-ი	B	N	A	Erdfresser
ყელისსაბმელ-ი	B	N		Kette, Halsschmuck
ხარკისმიმცემელ-ი	B	N	A	Steuerzahler
შიგნითგამომცემელ-ი	B	N	A	Verräter
ნიჩბისმცემელ-ი	B	N	A	Steuermann
ხარკისმცემელ-ი	B	N	A	Steuerzahler
წამლისმცემელ-ი	B	N	A	Arzt
პურისმცემელ-ი	B	N	A	Fütterer
ხუარაზმელ-ი	B	N	A	Choresmier
შოვამდგომელ-ი	B	N	A	Vermittler
ზემდგომელ-ი	B	N	A	Aufseher
წინააღმდგომელ-ი	B	N	A	Gegner, Widersacher; Gegner, Widersacher
პირველადსაჯდომელ-ი	B	N		Vorsitz, Ehrenplatz
ქუეყანისსაზომელ-ი	B	N	A	Bodenvermesser
ქუეყანისმზომელ-ი	B	N	A	Geometer
ვეცხლისმშრომელ-ი	B	N	A	Silberschmied
ქუეყანისმშრომელ-ი	B	N	A	Bauer
ქუეწარმძრომელ-ი	B	N		Reptil; unten kriechend, lahm; Reptil; unten kriechend, lahm
საფსმელ-ი	B	N		männliches Glied
შემწეობისმომრთუმელ-ი	B	N	A	Helfer
წიგნისმრთუმელ-ი	B	N	A	Briefüberbringer
წყლისსასუმელ-ი	B	N		Wasserbecken
ღჳნისმსუმელ-ი	B	N	A	Weintrinker, Trunkenbold
ყრმისაღმქუმელ-ი	B	N	A	Hebamme
ფერჴთშესაცუმელ-ი	B	N		Schuh
მატლთსაჭმელ-ი	B	N		Wurmfutter
ფსალმუნთშემასხმელ-ი	B	N	A	Psalmensänger
ფერჴთშესასხმელ-ი	B	N		Schuh
ფერჴთსასხმელ-ი	B	N		Schuh
მერცხლისგამსხმელ-ი	B	N		schwalbenjagender Vogel
წყლისმსხმელ-ი	B	N	A	Wassereingießer
იერუსალჱმელ-ი	B	N	A	Jerusalemer
მხჳმელ-ი	B	N		Mehl für das Weihbrot
